OBJECTID,PERIMETER,LAKE_NAME,ID,ReferenceCSS_SDE_ADMINLAKE_ERIE_SHORELINEAREA,ShapeSTArea,ShapeSTLength
1,2445210.992,Lake Erie,1,25830205908,25830205910.6533,2445210.98757119
