SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4284","PG/L","1,2,3,4-TETRACHLORO-5-(3,5-DICHLOROPHENYL)BENZENE (PCB 159)","1,2,3,4-TÉTRACHLORO-5-(3,5-DICHLOROPHÉNYL)BENZÈNE (BPC 159)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4227","PG/L","1,2,3-TRICHLORO-4-(3-CHLOROPHENYL)BENZENE (PCB 55)","1,2,3-TRICHLORO-4-(3-CHLOROPHÉNYL)BENZÈNE (BPC 55)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4133","PG/L","1,2,4,5-TETRACHLORO-3-(2,3,5,6-TETRACHLOROPHENYL)BENZENE (PCB 202)","1,2,4,5-TÉTRACHLORO-3-(2,3,5,6-TÉTRACHLOROPHÉNYL)BENZÈNE (BPC 202)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.98","","","4241","PG/L","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHENYL)BENZENE (PCB 92)","1,2,5-TRICHLORO-3-(2,5-DICHLOROPHÉNYL)BENZÈNE (BPC 92)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4224","PG/L","1,2,5-TRICHLORO-3-(4-CHLOROPHENYL)BENZENE (PCB 63)","1,2,5-TRICHLORO-3-(4-CHLOROPHÉNYL)BENZÈNE (BPC 63)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.78","","","4117","PG/L","1,2-DICHLORO-4-(4-CHLOROPHENYL)BENZENE (PCB 37)","1,2-DICHLORO-4-(4-CHLOROPHÉNYL)BENZÈNE (BPC 37)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.13","","","4176","PG/L","1,2-DICHLORO-4-PHENYLBENZENE/1-CHLORO-4-(3-CHLOROPHENYL)BENZENE (PCB 12/13)","1,2-DICHLORO-4-PHÉNYLBENZÈNE/1-CHLORO-4-(3-CHLOROPHÉNYL)BENZÈNE (BPC 12/13)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.25","","","4136","PG/L","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHENYL (PCB 206)","2,2',3,3',4,4',5,5',6-NONACHLOROBIPHÉNYLE (BPC 206)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4319","PG/L","2,2',3,3',4,4',5,6,6'-NONACHLOROBIPHENYL (PCB 207)","2,2',3,3',4,4',5,6,6'-NONACHLOROBIPHÉNYLE (BPC 207)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4317","PG/L","2,2,'3,3',4,4',5,6-OCTACHLOROBIPHENYL (PCB 195)","2,2,'3,3',4,4',5,6-OCTACHLOROBIPHÉNYLE (BPC 195)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.596","","","4135","PG/L","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHENYL (PCB 208)","2,2',3,3',4,5,5',6,6'-NONACHLOROBIPHÉNYLE (BPC 208)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4299","PG/L","2,2',3,3',4,5,5'-HEPTACHLOROBIPHENYL (PCB 172)","2,2',3,3',4,5,5'-HEPTACHLOROBIPHÉNYLE (BPC 172)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4308","PG/L","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHENYL (PCB 201)","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHÉNYLE (BPC 201)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4291","PG/L","2,2',3,3',4,5',6-HEPTACHLOROBIPHENYL (PCB 175)","2,2',3,3',4,5',6-HEPTACHLOROBIPHÉNYLE (BPC 175)","P"
"ON02GH0302","2017-04-25 12:00","<","0.549","0.549","","4278","PG/L","2,2',3,3',4,5'-HEXACHLOROBIPHENYL (PCB 130)","2,2',3,3',4,5'-HEXACHLOROBIPHÉNYLE (BPC 130)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4288","PG/L","2,2',3,3',4,6,6'-HEPTACHLOROBIPHENYL (PCB 176)","2,2',3,3',4,6,6'-HEPTACHLOROBIPHÉNYLE (BPC 176)","P"
"ON02GH0302","2017-04-25 12:00","<","0.536","0.536","","4269","PG/L","2,2',3,3',4,6-HEXACHLOROBIPHENYL (PCB 131)","2,2',3,3',4,6-HEXACHLOROBIPHÉNYLE (BPC 131)","P"
"ON02GH0302","2017-04-25 12:00"," ","2.24","","","4271","PG/L","2,2',3,3',4,6'-HEXACHLOROBIPHENYL (PCB 132)","2,2',3,3',4,6'-HEXACHLOROBIPHÉNYLE (BPC 132)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4290","PG/L","2,2',3,3',5,5',6-HEPTACHLOROBIPHENYL (PCB 178)","2,2',3,3',5,5',6-HEPTACHLOROBIPHÉNYLE (BPC 178)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4309","PG/L","2,2',3,4,4',5,6,6'-OCTACHLOROBIPHENYL (PCB 204)","2,2',3,4,4',5,6,6'-OCTACHLOROBIPHÉNYLE (BPC 204)","P"
"ON02GH0302","2017-04-25 12:00","<","0.548","0.548","","4279","PG/L","2,2',3,4,4',5-HEXACHLOROBIPHENYL (PCB 137)","2,2',3,4,4',5-HEXACHLOROBIPHÉNYLE (BPC 137)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.68","","","4292","PG/L","2,2',3,4',5,5',6-HEPTACHLOROBIPHENYL (PCB 187)","2,2',3,4',5,5',6-HEPTACHLOROBIPHÉNYLE (PCB 187)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.28","","","4277","PG/L","2,2',3,4,5,5'-HEXACHLOROBIPHENYL (PCB 141)","2,2',3,4,5,5'-HEXACHLOROBIPHÉNYLE (BPC 141)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.04","","","4274","PG/L","2,2',3,4',5,5'-HEXACHLOROBIPHENYL (PCB 146)","2,2',3,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 146)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.86","","","4205","PG/L","2,2',3,4'-TETRACHLOROBIPHENYL (PCB 42)","2,2',3,4'-TÉTRACHLOROBIPHÉNYLE (BPC 42)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4197","PG/L","2,2',3,6'-TETRACHLOROBIPHENYL (PCB 46)","2,2',3,6'-TÉTRACHLOROBIPHÉNYLE (BPC 46)","P"
"ON02GH0302","2017-04-25 12:00"," ","2.66","","","4178","PG/L","2,2',4-TRICHLOROBIPHENYL (PCB 17)","2,2',4-TRICHLOROBIPHÉNYLE (BPC 17)","P"
"ON02GH0302","2017-04-25 12:00"," ","8.94","","","4198","PG/L","2,2',5,5'-TETRACHLOROBIPHENYL (PCB 52)","2,2',5,5'-TÉTRACHLOROBIPHÉNYLE (BPC 52)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.747","","","4116","PG/L","2,2',6-TRICHLOROBIPHENYL (PCB 19)","2,2',6-TRICHLOROBIPHÉNYLE (BPC 19)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4134","PG/L","2,3,3',4,4',5,5',6-OCTACHLOROBIPHENYL (PCB 205)","2,3,3',4,4',5,5',6-OCTACHLOROBIPHÉNYLE (BPC 205)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4132","PG/L","2,3,3',4,4',5,5'-HEPTACHLOROBIPHENYL (PCB 189)","2,3,3',4,4',5,5'-HEPTACHLOROBIPHÉNYLE (BPC 189)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4305","PG/L","2,3,3',4,4',5',6-HEPTACHLOROBIPHENYL (PCB 191)","2,3,3',4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 191)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4282","PG/L","2,3,3',4,4',6-HEXACHLOROBIPHENYL (PCB 158)","2,3,3',4,4',6-HEXACHLOROBIPHÉNYLE (BPC 158)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4255","PG/L","2,3,3',4',5-PENTACHLOROBIPHENYL (PCB 107)","2,3,3',4',5-PENTACHLOROBIPHÉNYLE (BPC 107)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4128","PG/L","2,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 167)","2,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (PCB 167)","P"
"ON02GH0302","2017-04-25 12:00"," ","4.37","","","4123","PG/L","2,3',4,4',5-PENTACHLOROBIPHENYL (PCB 118)","2,3',4,4',5-PENTACHLOROBIPHÉNYLE (PCB 118)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4122","PG/L","2',3,4,4',5-PENTACHLOROBIPHENYL (PCB 123)","2',3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 123)","P"
"ON02GH0302","2017-04-25 12:00"," ","2.7","","","4190","PG/L","2,3,4'-TRICHLOROBIPHENYL (PCB 22)","2,3,4'-TRICHLOROBIPHÉNYLE (BPC 22)","P"
"ON02GH0302","2017-04-25 12:00"," ","5.16","","","4226","PG/L","2,3'4,4'-TETRACHLOROBIPHENYL (PCB 66)","2,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 66)","P"
"ON02GH0302","2017-04-25 12:00"," ","6.28","","","4187","PG/L","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02GH0302","2017-04-25 12:00"," ","3.62","","","4173","PG/L","2,4'-DICHLOROBIPHENYL (PCB 8)","2,4'-DICHLOROBIPHÉNYLE (BPC 8)","P"
"ON02GH0302","2017-04-25 12:00"," ","1.44","","","4112","PG/L","2-CHLOROBIPHENYL (PCB 1)","2-CHLOROBIPHÉNYLE (BPC 1)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4130","PG/L","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4126","PG/L","3,3',4,4'5-PENTACHLOROBIPHENYL (PCB 126)","3,3',4,4'5-PENTACHLOROBIPHÉNYLE (BPC 126)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.96","","","4120","PG/L","3,3'4,4'-TETRACHLOROBIPHENYL (PCB 77)","3,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 77)","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4119","PG/L","3,4,4',5-TETRACHLOROBIPHENYL (PCB 81)","3,4,4',5-TÉTRACHLOROBIPHÉNYLE (BPC 81)","P"
"ON02GH0302","2017-04-25 12:00","<","0.622","0.622","","4174","PG/L","3,5-DICHLOROBIPHENYL (PCB 14)","3,5-DICHLOROBIPHÉNYL (BPC 14)","P"
"ON02GH0302","2017-04-25 12:00"," ","3.65","","","4808","NG/L","4-NONYLPHENOL TOTAL","4-NONYLPHÉNOL TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","0.0403","0.0403","","4875","NG/L","ALDRIN","ALDRINE","P"
"ON02GH0302","2017-04-25 12:00"," ","0.074","","","4871","NG/L","ALPHA-BENZENEHEXACHLORIDE","ALPHA-HEXACHLORURE DE BENZÈNE","P"
"ON02GH0302","2017-04-25 12:00","<","0.0403","0.0403","","4879","NG/L","ALPHA-CHLORDANE","ALPHA-CHLORDANE","P"
"ON02GH0302","2017-04-25 12:00"," ","190","0.5","0.5","107905","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.111","0.001","0.001","107929","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.55","0.01","0.01","107906","µG/L","ARSENIC  TOTAL","ARSENIC  TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","18.3","0.05","0.05","107908","µG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.013","0.001","0.001","107909","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","0.0638","0.0638","","4873","NG/L","BETA-BENZENEHEXACHLORIDE OR GAMMA-HEXACHLOROCYCLOHEXANE","BÉTA-HEXACHLORURE DE BENZÈNE OU GAMMA-HEXACHLOROCYCLOHEXANE","P"
"ON02GH0302","2017-04-25 12:00","<","0.0871","0.0871","","4872","NG/L","BETA-HEXACHLOROCYCLOHEXANE (BETA-HCH OR BETA-BHC)","BÉTA-HEXACHLOROCYCLOHEXANE (BÉTA-HCH OU BÉTA-BHC)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.002","0.001","0.001","107910","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","15.5","0.5","0.5","107907","µG/L","BORON TOTAL","BORE  TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.011","0.001","0.001","107911","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.408","0.001","0.001","107912","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.025","0.001","0.001","107915","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.43","0.02","0.02","107914","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","0.0403","0.0403","","4881","NG/L","CIS-NONACHLOR","CIS-NONACHLOR","P"
"ON02GH0302","2017-04-25 12:00"," ","1.3","","","4167","PG/L","CL1-PCB 2","CL1-BPC 2","P"
"ON02GH0302","2017-04-25 12:00","<","0.621","0.621","","4168","PG/L","CL2-PCB-10","CL2-BPC-10","P"
"ON02GH0302","2017-04-25 12:00"," ","40.9","","","4175","PG/L","CL2-PCB-11","CL2-BPC-11","P"
"ON02GH0302","2017-04-25 12:00"," ","3.46","","","4170","PG/L","CL2-PCB-7","CL2-BPC-7","P"
"ON02GH0302","2017-04-25 12:00","<","0.612","0.612","","4169","PG/L","CL2-PCB-9","CL2-BPC-9","P"
"ON02GH0302","2017-04-25 12:00"," ","2.45","","","4181","PG/L","CL3-PCB-16","CL3-BPC-16","P"
"ON02GH0302","2017-04-25 12:00"," ","3.67","","","4189","PG/L","CL3-PCB-21/33","CL3-BPC-21/33","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4184","PG/L","CL3-PCB-23","CL3-BPC-23","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4180","PG/L","CL3-PCB-24","CL3-BPC-24","P"
"ON02GH0302","2017-04-25 12:00"," ","0.928","","","4186","PG/L","CL3-PCB-25","CL3-BPC-25","P"
"ON02GH0302","2017-04-25 12:00"," ","1.44","","","4185","PG/L","CL3-PCB-26/29","CL3-BPC-26/29","P"
"ON02GH0302","2017-04-25 12:00"," ","8.17","","","4188","PG/L","CL3-PCB-28/20","CL3-BPC-28/20","P"
"ON02GH0302","2017-04-25 12:00"," ","4.78","","","4177","PG/L","CL3-PCB-30/18","CL3-BPC-30/18","P"
"ON02GH0302","2017-04-25 12:00"," ","1.69","","","4182","PG/L","CL3-PCB-32","CL3-BPC-32","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4183","PG/L","CL3-PCB-34","CL3-BPC-34","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4194","PG/L","CL3-PCB-35","CL3-BPC-35","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4191","PG/L","CL3-PCB-36","CL3-BPC-36","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4193","PG/L","CL3-PCB-38","CL3-BPC-38","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4192","PG/L","CL3-PCB-39","CL3-BPC-39","P"
"ON02GH0302","2017-04-25 12:00"," ","3.44","","","4206","PG/L","CL4-PCB-41/40/71","CL4-BPC-41/40/71","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4200","PG/L","CL4-PCB-43","CL4-BPC-43","P"
"ON02GH0302","2017-04-25 12:00"," ","10.1","","","4203","PG/L","CL4-PCB-44/47/65","CL4-BPC-44/47/65","P"
"ON02GH0302","2017-04-25 12:00"," ","2.81","","","4196","PG/L","CL4-PCB-45/51","CL4-BPC-45/51","P"
"ON02GH0302","2017-04-25 12:00"," ","1.53","","","4202","PG/L","CL4-PCB-48","CL4-BPC-48","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4118","PG/L","CL4-PCB-54","CL4-BPC-54","P"
"ON02GH0302","2017-04-25 12:00"," ","2.88","","","4228","PG/L","CL4-PCB-56","CL4-BPC-56","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4210","PG/L","CL4-PCB-57","CL4-BPC-57","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4211","PG/L","CL4-PCB-58","CL4-BPC-58","P"
"ON02GH0302","2017-04-25 12:00"," ","0.823","","","4204","PG/L","CL4-PCB-59/62/75","CL4-BPC-59/62/75","P"
"ON02GH0302","2017-04-25 12:00"," ","1.31","","","4229","PG/L","CL4-PCB-60","CL4-BPC-60","P"
"ON02GH0302","2017-04-25 12:00"," ","9.86","","","4225","PG/L","CL4-PCB-61/70/74/76","CL4-BPC-61/70/74/76","P"
"ON02GH0302","2017-04-25 12:00"," ","2.93","","","4207","PG/L","CL4-PCB-64","CL4-BPC-64","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4212","PG/L","CL4-PCB-67","CL4-BPC-67","P"
"ON02GH0302","2017-04-25 12:00"," ","0.821","","","4209","PG/L","CL4-PCB-68","CL4-BPC-68","P"
"ON02GH0302","2017-04-25 12:00"," ","4.03","","","4201","PG/L","CL4-PCB-69/49","CL4-BPC-69/49","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4208","PG/L","CL4-PCB-72","CL4-BPC-72","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4199","PG/L","CL4-PCB-73","CL4-BPC-73","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4232","PG/L","CL4-PCB-78","CL4-BPC-78","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4231","PG/L","CL4-PCB-79","CL4-BPC-79","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4230","PG/L","CL4-PCB-80","CL4-BPC-80","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4121","PG/L","CL5-PCB-104","CL5-BPC-104","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4256","PG/L","CL5-PCB-106","CL5-BPC-106","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4253","PG/L","CL5-PCB-108/124","CL5-BPC-108/124","P"
"ON02GH0302","2017-04-25 12:00"," ","7.59","","","4248","PG/L","CL5-PCB-110/115","CL5-BPC-110/115","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4250","PG/L","CL5-PCB-111","CL5-BPC-111","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4244","PG/L","CL5-PCB-112","CL5-BPC-112","P"
"ON02GH0302","2017-04-25 12:00"," ","5.93","","","4242","PG/L","CL5-PCB-113/90/101","CL5-BPC-113/90/101","P"
"ON02GH0302","2017-04-25 12:00"," ","1.04","","","4247","PG/L","CL5-PCB-117/116/85","CL5-BPC-117/116/85","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4251","PG/L","CL5-PCB-120","CL5-BPC-120","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4240","PG/L","CL5-PCB-121","CL5-BPC-121","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4257","PG/L","CL5-PCB-122","CL5-BPC-122","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4258","PG/L","CL5-PCB-127","CL5-BPC-127","P"
"ON02GH0302","2017-04-25 12:00"," ","3.69","","","4243","PG/L","CL5-PCB-83/99","CL5-BPC-83/99","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4239","PG/L","CL5-PCB-89","CL5-BPC-89","P"
"ON02GH0302","2017-04-25 12:00","<","0.525","0.525","","4235","PG/L","CL5-PCB-94","CL5-BPC-94","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4233","PG/L","CL5-PCB-96","CL5-BPC-96","P"
"ON02GH0302","2017-04-25 12:00","<","0.519","0.519","","4272","PG/L","CL6-PCB-133","CL6-BPC-133","P"
"ON02GH0302","2017-04-25 12:00","<","0.527","0.527","","4267","PG/L","CL6-PCB-134/143","CL6-BPC-134/143","P"
"ON02GH0302","2017-04-25 12:00"," ","6.49","","","4281","PG/L","CL6-PCB-138/163/129/160","CL6-BPC-138/163/129/160","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4268","PG/L","CL6-PCB-139/140","CL6-BPC-139/140","P"
"ON02GH0302","2017-04-25 12:00","<","0.525","0.525","","4270","PG/L","CL6-PCB-142","CL6-BPC-142","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4265","PG/L","CL6-PCB-144","CL6-BPC-144","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4262","PG/L","CL6-PCB-145","CL6-BPC-145","P"
"ON02GH0302","2017-04-25 12:00"," ","3.42","","","4266","PG/L","CL6-PCB-147/149","CL6-BPC-147/149","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4263","PG/L","CL6-PCB-148","CL6-BPC-148","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4260","PG/L","CL6-PCB-150","CL6-BPC-150","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4259","PG/L","CL6-PCB-152","CL6-BPC-152","P"
"ON02GH0302","2017-04-25 12:00"," ","4.88","","","4276","PG/L","CL6-PCB-153/168","CL6-BPC-153/168","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4127","PG/L","CL6-PCB-155","CL6-BPC-155","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4275","PG/L","CL6-PCB-161","CL6-BPC-161","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4285","PG/L","CL6-PCB-162","CL6-BPC-162","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4280","PG/L","CL6-PCB-164","CL6-BPC-164","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4273","PG/L","CL6-PCB-165","CL6-BPC-165","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4298","PG/L","CL7-PCB-171/173","CL7-BPC-171/173","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4297","PG/L","CL7-PCB-181","CL7-BPC-181","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4293","PG/L","CL7-PCB-182","CL7-BPC-182","P"
"ON02GH0302","2017-04-25 12:00"," ","1.02","","","4294","PG/L","CL7-PCB-183/185","CL7-BPC-183/185","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4287","PG/L","CL7-PCB-184","CL7-BPC-184","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4289","PG/L","CL7-PCB-186","CL7-BPC-186","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4131","PG/L","CL7-PCB-188","CL7-BPC-188","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4300","PG/L","CL7-PCB-192","CL7-BPC-192","P"
"ON02GH0302","2017-04-25 12:00"," ","0.907","","","4315","PG/L","CL8-PCB-196","CL8-BPC-196","P"
"ON02GH0302","2017-04-25 12:00","<","0.505","0.505","","4313","PG/L","CL8-PCB-197/200","CL8-BPC-197/200","P"
"ON02GH0302","2017-04-25 12:00"," ","0.17","0.002","0.002","107913","µG/L","COBALT TOTAL","COBALT TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","248.1","","","109027","µS/CM","CONDUCTANCE (FIELD)","CONDUCTANCE (TERRAIN)","P"
"ON02GH0302","2017-04-25 12:00"," ","0.96","0.05","0.05","107916","µG/L","COPPER  TOTAL","CUIVRE TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","1.67","","","4332","PG/L","DECACHLORO BIPHENYLS","DÉCACHLOROBIPHÉNYLES","P"
"ON02GH0302","2017-04-25 12:00"," ","1.67","","","4137","PG/L","DECACHLOROBIPHENYL (PCB 209)","DÉCACHLOROBIPHÉNYLE (BPC 209)","P"
"ON02GH0302","2017-04-25 12:00","<","0.101","0.101","","5197","NG/L","DELTA-HEXACHLOROCYCLOHEXANE (DELTA-HCH OR DELTA-BHC)","DELTA-HEXACHLOROCYCLOHEXANE (DELTA-HCH OU DELTA-BHC)","P"
"ON02GH0302","2017-04-25 12:00","<","0.101","0.101","","4909","NG/L","DIELDRIN","DIELDRINE","P"
"ON02GH0302","2017-04-25 12:00","<","0.101","0.101","","4912","NG/L","ENDOSULFAN SULPHATE","SULFATE D'ENDOSULFAN","P"
"ON02GH0302","2017-04-25 12:00","<","0.101","0.101","","4910","NG/L","ENDRIN","ENDRINE","P"
"ON02GH0302","2017-04-25 12:00","<","0.101","0.101","","4913","NG/L","ENDRIN ALDEHYDE","ENDRINE ALDÉHYDE","P"
"ON02GH0302","2017-04-25 12:00","<","0.101","0.101","","4914","NG/L","ENDRIN KETONE","ENDRINE CÉTONE","P"
"ON02GH0302","2017-04-25 12:00"," ","0.068","0.001","0.001","107918","µG/L","GALLIUM TOTAL","GALLIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","0.0403","0.0403","","4874","NG/L","HEPTACHLOR","HEPTACHLOR","P"
"ON02GH0302","2017-04-25 12:00","<","0.101","0.101","","4907","NG/L","HEPTACHLOR EPOXIDE","ÉPOXYDE D'HEPTACHLORE","P"
"ON02GH0302","2017-04-25 12:00"," ","0.161","","","4870","NG/L","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02GH0302","2017-04-25 12:00"," ","319","0.5","0.5","107917","µG/L","IRON TOTAL","FER TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","6.43","","","4236","PG/L","L5-PCB-95/100/93/102/98","L5-BPC-95/100/93/102/98","P"
"ON02GH0302","2017-04-25 12:00"," ","0.194","0.001","0.001","107919","µG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","0.317","0.005","0.005","107925","µG/L","LEAD TOTAL","PLOMB TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","1.73","0.01","0.01","107920","µG/L","LITHIUM TOTAL","LITHIUM TOTAL","P"
"ON02GH0302","2017-04-25 12:00"," ","7.75","0.05","0.05","107921","µG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P"
"ON02GH0302","2017-04-25 12:00","<","0.0403","0.0403","","4888","NG/L","MIREX","MIREX","P"
"ON02GH0302","2017-04-25 12:00"," ","0.732","0.005","0.005","107922","µG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P"
