SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4299","PG/L","2,2',3,3',4,5,5'-HEPTACHLOROBIPHENYL (PCB 172)","2,2',3,3',4,5,5'-HEPTACHLOROBIPHÉNYLE (BPC 172)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4308","PG/L","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHENYL (PCB 201)","2,2',3,3',4,5',6,6'-OCTACHLOROBIPHÉNYLE (BPC 201)","P"
"ON02GH1140","2017-09-13 12:00"," ","0.962","","","4295","PG/L","2,2',3,3',4,5,6'-HEPTACHLOROBIPHENYL (PCB 174)","2,2',3,3',4,5,6'-HEPTACHLOROBIPHÉNYLE (BPC 174)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4291","PG/L","2,2',3,3',4,5',6-HEPTACHLOROBIPHENYL (PCB 175)","2,2',3,3',4,5',6-HEPTACHLOROBIPHÉNYLE (BPC 175)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4278","PG/L","2,2',3,3',4,5'-HEXACHLOROBIPHENYL (PCB 130)","2,2',3,3',4,5'-HEXACHLOROBIPHÉNYLE (BPC 130)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4288","PG/L","2,2',3,3',4,6,6'-HEPTACHLOROBIPHENYL (PCB 176)","2,2',3,3',4,6,6'-HEPTACHLOROBIPHÉNYLE (BPC 176)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4269","PG/L","2,2',3,3',4,6-HEXACHLOROBIPHENYL (PCB 131)","2,2',3,3',4,6-HEXACHLOROBIPHÉNYLE (BPC 131)","P"
"ON02GH1140","2017-09-13 12:00"," ","2.43","","","4271","PG/L","2,2',3,3',4,6'-HEXACHLOROBIPHENYL (PCB 132)","2,2',3,3',4,6'-HEXACHLOROBIPHÉNYLE (BPC 132)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4290","PG/L","2,2',3,3',5,5',6-HEPTACHLOROBIPHENYL (PCB 178)","2,2',3,3',5,5',6-HEPTACHLOROBIPHÉNYLE (BPC 178)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4286","PG/L","2,2',3,3',5,6,6'-HEPTACHLOROBIPHENYL (PCB 179)","2,2',3,3',5,6,6'-HEPTACHLOROBIPHÉNYLE (BPC 179)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4309","PG/L","2,2',3,4,4',5,6,6'-OCTACHLOROBIPHENYL (PCB 204)","2,2',3,4,4',5,6,6'-OCTACHLOROBIPHÉNYLE (BPC 204)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4279","PG/L","2,2',3,4,4',5-HEXACHLOROBIPHENYL (PCB 137)","2,2',3,4,4',5-HEXACHLOROBIPHÉNYLE (BPC 137)","P"
"ON02GH1140","2017-09-13 12:00"," ","1.12","","","4274","PG/L","2,2',3,4',5,5'-HEXACHLOROBIPHENYL (PCB 146)","2,2',3,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 146)","P"
"ON02GH1140","2017-09-13 12:00"," ","1.67","","","4205","PG/L","2,2',3,4'-TETRACHLOROBIPHENYL (PCB 42)","2,2',3,4'-TÉTRACHLOROBIPHÉNYLE (BPC 42)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4197","PG/L","2,2',3,6'-TETRACHLOROBIPHENYL (PCB 46)","2,2',3,6'-TÉTRACHLOROBIPHÉNYLE (BPC 46)","P"
"ON02GH1140","2017-09-13 12:00"," ","4.88","","","4178","PG/L","2,2',4-TRICHLOROBIPHENYL (PCB 17)","2,2',4-TRICHLOROBIPHÉNYLE (BPC 17)","P"
"ON02GH1140","2017-09-13 12:00"," ","10","","","4198","PG/L","2,2',5,5'-TETRACHLOROBIPHENYL (PCB 52)","2,2',5,5'-TÉTRACHLOROBIPHÉNYLE (BPC 52)","P"
"ON02GH1140","2017-09-13 12:00"," ","1.51","","","4116","PG/L","2,2',6-TRICHLOROBIPHENYL (PCB 19)","2,2',6-TRICHLOROBIPHÉNYLE (BPC 19)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4134","PG/L","2,3,3',4,4',5,5',6-OCTACHLOROBIPHENYL (PCB 205)","2,3,3',4,4',5,5',6-OCTACHLOROBIPHÉNYLE (BPC 205)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4132","PG/L","2,3,3',4,4',5,5'-HEPTACHLOROBIPHENYL (PCB 189)","2,3,3',4,4',5,5'-HEPTACHLOROBIPHÉNYLE (BPC 189)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4305","PG/L","2,3,3',4,4',5',6-HEPTACHLOROBIPHENYL (PCB 191)","2,3,3',4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 191)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4129","PG/L","2,3,3',4,4',5'-HEXACHLOROBIPHENYL/2,3,3',4,4',5'-HEXACHLOROBIPHENYL (PCB 156/157)","2,3,3',4,4',5-HEXACHLOROBIPHÉNYLE/2,3,3',4,4',5'-HEXACHLOROBIPHÉNYLE (BPC 156/157)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4282","PG/L","2,3,3',4,4',6-HEXACHLOROBIPHENYL (PCB 158)","2,3,3',4,4',6-HEXACHLOROBIPHÉNYLE (BPC 158)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4255","PG/L","2,3,3',4',5-PENTACHLOROBIPHENYL (PCB 107)","2,3,3',4',5-PENTACHLOROBIPHÉNYLE (BPC 107)","P"
"ON02GH1140","2017-09-13 12:00"," ","2.32","","","4125","PG/L","2,3,3'4,4'-PENTACHLOROBIPHENYL (PCB 105)","2,3,3'4,4'-PENTACHLOROBIPHÉNYLE (BPC 105)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4128","PG/L","2,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 167)","2,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (PCB 167)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4124","PG/L","2,3,4,4',5-PENTACHLOROBIPHENYL (PCB 114)","2,3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 114)","P"
"ON02GH1140","2017-09-13 12:00"," ","4.6","","","4123","PG/L","2,3',4,4',5-PENTACHLOROBIPHENYL (PCB 118)","2,3',4,4',5-PENTACHLOROBIPHÉNYLE (PCB 118)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4122","PG/L","2',3,4,4',5-PENTACHLOROBIPHENYL (PCB 123)","2',3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 123)","P"
"ON02GH1140","2017-09-13 12:00"," ","3.26","","","4190","PG/L","2,3,4'-TRICHLOROBIPHENYL (PCB 22)","2,3,4'-TRICHLOROBIPHÉNYLE (BPC 22)","P"
"ON02GH1140","2017-09-13 12:00"," ","3.96","","","4226","PG/L","2,3'4,4'-TETRACHLOROBIPHENYL (PCB 66)","2,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 66)","P"
"ON02GH1140","2017-09-13 12:00"," ","8.45","","","4187","PG/L","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02GH1140","2017-09-13 12:00"," ","9.19","","","4173","PG/L","2,4'-DICHLOROBIPHENYL (PCB 8)","2,4'-DICHLOROBIPHÉNYLE (BPC 8)","P"
"ON02GH1140","2017-09-13 12:00"," ","2.48","","","4112","PG/L","2-CHLOROBIPHENYL (PCB 1)","2-CHLOROBIPHÉNYLE (BPC 1)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4130","PG/L","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4126","PG/L","3,3',4,4'5-PENTACHLOROBIPHENYL (PCB 126)","3,3',4,4'5-PENTACHLOROBIPHÉNYLE (BPC 126)","P"
"ON02GH1140","2017-09-13 12:00","<","0.639","0.639","","4120","PG/L","3,3'4,4'-TETRACHLOROBIPHENYL (PCB 77)","3,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 77)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4119","PG/L","3,4,4',5-TETRACHLOROBIPHENYL (PCB 81)","3,4,4',5-TÉTRACHLOROBIPHÉNYLE (BPC 81)","P"
"ON02GH1140","2017-09-13 12:00","<","1.64","1.64","","4174","PG/L","3,5-DICHLOROBIPHENYL (PCB 14)","3,5-DICHLOROBIPHÉNYL (BPC 14)","P"
"ON02GH1140","2017-09-13 12:00","<","0.415","0.415","","4808","NG/L","4-NONYLPHENOL TOTAL","4-NONYLPHÉNOL TOTAL","P"
"ON02GH1140","2017-09-13 12:00","<","0.0408","0.0408","","4875","NG/L","ALDRIN","ALDRINE","P"
"ON02GH1140","2017-09-13 12:00","<","0.0446","0.0446","","4871","NG/L","ALPHA-BENZENEHEXACHLORIDE","ALPHA-HEXACHLORURE DE BENZÈNE","P"
"ON02GH1140","2017-09-13 12:00","<","0.0408","0.0408","","4879","NG/L","ALPHA-CHLORDANE","ALPHA-CHLORDANE","P"
"ON02GH1140","2017-09-13 12:00"," ","51.3","0.5","0.5","107905","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.11","0.001","0.001","107929","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.63","0.01","0.01","107906","µG/L","ARSENIC  TOTAL","ARSENIC  TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","15.8","0.05","0.05","107908","µG/L","BARIUM TOTAL","BARYUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.003","0.001","0.001","107909","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00","<","0.0536","0.0536","","4873","NG/L","BETA-BENZENEHEXACHLORIDE OR GAMMA-HEXACHLOROCYCLOHEXANE","BÉTA-HEXACHLORURE DE BENZÈNE OU GAMMA-HEXACHLOROCYCLOHEXANE","P"
"ON02GH1140","2017-09-13 12:00","<","0.001","0.001","0.001","107910","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","15","0.5","0.5","107907","µG/L","BORON TOTAL","BORE  TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.004","0.001","0.001","107911","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.109","0.001","0.001","107912","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.011","0.001","0.001","107915","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.18","0.02","0.02","107914","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P"
"ON02GH1140","2017-09-13 12:00","<","0.0408","0.0408","","4881","NG/L","CIS-NONACHLOR","CIS-NONACHLOR","P"
"ON02GH1140","2017-09-13 12:00"," ","1.9","","","4167","PG/L","CL1-PCB 2","CL1-BPC 2","P"
"ON02GH1140","2017-09-13 12:00","<","1.65","1.65","","4168","PG/L","CL2-PCB-10","CL2-BPC-10","P"
"ON02GH1140","2017-09-13 12:00"," ","19.5","","","4175","PG/L","CL2-PCB-11","CL2-BPC-11","P"
"ON02GH1140","2017-09-13 12:00"," ","2.7","","","4115","PG/L","CL2-PCB-15","CL2-BPC-15","P"
"ON02GH1140","2017-09-13 12:00"," ","4.6","","","4114","PG/L","CL2-PCB-4","CL2-BPC-4","P"
"ON02GH1140","2017-09-13 12:00","<","1.64","1.64","","4170","PG/L","CL2-PCB-7","CL2-BPC-7","P"
"ON02GH1140","2017-09-13 12:00","<","1.59","1.59","","4169","PG/L","CL2-PCB-9","CL2-BPC-9","P"
"ON02GH1140","2017-09-13 12:00"," ","4.9","","","4181","PG/L","CL3-PCB-16","CL3-BPC-16","P"
"ON02GH1140","2017-09-13 12:00"," ","5.52","","","4189","PG/L","CL3-PCB-21/33","CL3-BPC-21/33","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4184","PG/L","CL3-PCB-23","CL3-BPC-23","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4180","PG/L","CL3-PCB-24","CL3-BPC-24","P"
"ON02GH1140","2017-09-13 12:00"," ","0.967","","","4186","PG/L","CL3-PCB-25","CL3-BPC-25","P"
"ON02GH1140","2017-09-13 12:00"," ","10.3","","","4188","PG/L","CL3-PCB-28/20","CL3-BPC-28/20","P"
"ON02GH1140","2017-09-13 12:00"," ","10.6","","","4177","PG/L","CL3-PCB-30/18","CL3-BPC-30/18","P"
"ON02GH1140","2017-09-13 12:00"," ","2.51","","","4182","PG/L","CL3-PCB-32","CL3-BPC-32","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4183","PG/L","CL3-PCB-34","CL3-BPC-34","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4194","PG/L","CL3-PCB-35","CL3-BPC-35","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4191","PG/L","CL3-PCB-36","CL3-BPC-36","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4193","PG/L","CL3-PCB-38","CL3-BPC-38","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4192","PG/L","CL3-PCB-39","CL3-BPC-39","P"
"ON02GH1140","2017-09-13 12:00"," ","3.35","","","4206","PG/L","CL4-PCB-41/40/71","CL4-BPC-41/40/71","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4200","PG/L","CL4-PCB-43","CL4-BPC-43","P"
"ON02GH1140","2017-09-13 12:00"," ","11","","","4203","PG/L","CL4-PCB-44/47/65","CL4-BPC-44/47/65","P"
"ON02GH1140","2017-09-13 12:00"," ","1.31","","","4195","PG/L","CL4-PCB-50/53","CL4-BPC-50/53","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4118","PG/L","CL4-PCB-54","CL4-BPC-54","P"
"ON02GH1140","2017-09-13 12:00"," ","2.55","","","4228","PG/L","CL4-PCB-56","CL4-BPC-56","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4210","PG/L","CL4-PCB-57","CL4-BPC-57","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4211","PG/L","CL4-PCB-58","CL4-BPC-58","P"
"ON02GH1140","2017-09-13 12:00"," ","0.796","","","4204","PG/L","CL4-PCB-59/62/75","CL4-BPC-59/62/75","P"
"ON02GH1140","2017-09-13 12:00"," ","1.24","","","4229","PG/L","CL4-PCB-60","CL4-BPC-60","P"
"ON02GH1140","2017-09-13 12:00"," ","8.33","","","4225","PG/L","CL4-PCB-61/70/74/76","CL4-BPC-61/70/74/76","P"
"ON02GH1140","2017-09-13 12:00"," ","2.76","","","4207","PG/L","CL4-PCB-64","CL4-BPC-64","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4212","PG/L","CL4-PCB-67","CL4-BPC-67","P"
"ON02GH1140","2017-09-13 12:00"," ","0.837","","","4209","PG/L","CL4-PCB-68","CL4-BPC-68","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4208","PG/L","CL4-PCB-72","CL4-BPC-72","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4199","PG/L","CL4-PCB-73","CL4-BPC-73","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4232","PG/L","CL4-PCB-78","CL4-BPC-78","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4231","PG/L","CL4-PCB-79","CL4-BPC-79","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4230","PG/L","CL4-PCB-80","CL4-BPC-80","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4121","PG/L","CL5-PCB-104","CL5-BPC-104","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4256","PG/L","CL5-PCB-106","CL5-BPC-106","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4253","PG/L","CL5-PCB-108/124","CL5-BPC-108/124","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4250","PG/L","CL5-PCB-111","CL5-BPC-111","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4244","PG/L","CL5-PCB-112","CL5-BPC-112","P"
"ON02GH1140","2017-09-13 12:00"," ","6.93","","","4242","PG/L","CL5-PCB-113/90/101","CL5-BPC-113/90/101","P"
"ON02GH1140","2017-09-13 12:00"," ","1.28","","","4247","PG/L","CL5-PCB-117/116/85","CL5-BPC-117/116/85","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4251","PG/L","CL5-PCB-120","CL5-BPC-120","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4240","PG/L","CL5-PCB-121","CL5-BPC-121","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4257","PG/L","CL5-PCB-122","CL5-BPC-122","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4258","PG/L","CL5-PCB-127","CL5-BPC-127","P"
"ON02GH1140","2017-09-13 12:00"," ","1.33","","","4237","PG/L","CL5-PCB-88/91","CL5-BPC-88/91","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4239","PG/L","CL5-PCB-89","CL5-BPC-89","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4235","PG/L","CL5-PCB-94","CL5-BPC-94","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4233","PG/L","CL5-PCB-96","CL5-BPC-96","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4283","PG/L","CL6-PCB-128/166","CL6-BPC-128/166","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4272","PG/L","CL6-PCB-133","CL6-BPC-133","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4267","PG/L","CL6-PCB-134/143","CL6-BPC-134/143","P"
"ON02GH1140","2017-09-13 12:00"," ","5.21","","","4281","PG/L","CL6-PCB-138/163/129/160","CL6-BPC-138/163/129/160","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4268","PG/L","CL6-PCB-139/140","CL6-BPC-139/140","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4270","PG/L","CL6-PCB-142","CL6-BPC-142","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4262","PG/L","CL6-PCB-145","CL6-BPC-145","P"
"ON02GH1140","2017-09-13 12:00"," ","4.78","","","4266","PG/L","CL6-PCB-147/149","CL6-BPC-147/149","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4263","PG/L","CL6-PCB-148","CL6-BPC-148","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4260","PG/L","CL6-PCB-150","CL6-BPC-150","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4259","PG/L","CL6-PCB-152","CL6-BPC-152","P"
"ON02GH1140","2017-09-13 12:00"," ","2.91","","","4276","PG/L","CL6-PCB-153/168","CL6-BPC-153/168","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4127","PG/L","CL6-PCB-155","CL6-BPC-155","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4275","PG/L","CL6-PCB-161","CL6-BPC-161","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4285","PG/L","CL6-PCB-162","CL6-BPC-162","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4280","PG/L","CL6-PCB-164","CL6-BPC-164","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4273","PG/L","CL6-PCB-165","CL6-BPC-165","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4298","PG/L","CL7-PCB-171/173","CL7-BPC-171/173","P"
"ON02GH1140","2017-09-13 12:00"," ","1.27","","","4303","PG/L","CL7-PCB-180/193","CL7-BPC-180/193","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4297","PG/L","CL7-PCB-181","CL7-BPC-181","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4293","PG/L","CL7-PCB-182","CL7-BPC-182","P"
"ON02GH1140","2017-09-13 12:00"," ","1.05","","","4294","PG/L","CL7-PCB-183/185","CL7-BPC-183/185","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4287","PG/L","CL7-PCB-184","CL7-BPC-184","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4289","PG/L","CL7-PCB-186","CL7-BPC-186","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4131","PG/L","CL7-PCB-188","CL7-BPC-188","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4300","PG/L","CL7-PCB-192","CL7-BPC-192","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4315","PG/L","CL8-PCB-196","CL8-BPC-196","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4313","PG/L","CL8-PCB-197/200","CL8-BPC-197/200","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4314","PG/L","CL8-PCB-198/199","CL8-BPC-198/199","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4316","PG/L","CL8-PCB-203","CL8-BPC-203","P"
"ON02GH1140","2017-09-13 12:00"," ","0.06","0.002","0.002","107913","µG/L","COBALT TOTAL","COBALT TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","214.5","","","109027","µS/CM","CONDUCTANCE (FIELD)","CONDUCTANCE (TERRAIN)","P"
"ON02GH1140","2017-09-13 12:00"," ","0.44","0.05","0.05","107916","µG/L","COPPER  TOTAL","CUIVRE TOTAL","P"
"ON02GH1140","2017-09-13 12:00","<","0.1","0.1","","5197","NG/L","DELTA-HEXACHLOROCYCLOHEXANE (DELTA-HCH OR DELTA-BHC)","DELTA-HEXACHLOROCYCLOHEXANE (DELTA-HCH OU DELTA-BHC)","P"
"ON02GH1140","2017-09-13 12:00","<","0.1","0.1","","4909","NG/L","DIELDRIN","DIELDRINE","P"
"ON02GH1140","2017-09-13 12:00","<","0.1","0.1","","4912","NG/L","ENDOSULFAN SULPHATE","SULFATE D'ENDOSULFAN","P"
"ON02GH1140","2017-09-13 12:00","<","0.1","0.1","","4910","NG/L","ENDRIN","ENDRINE","P"
"ON02GH1140","2017-09-13 12:00","<","0.1","0.1","","4913","NG/L","ENDRIN ALDEHYDE","ENDRINE ALDÉHYDE","P"
"ON02GH1140","2017-09-13 12:00","<","0.1","0.1","","4914","NG/L","ENDRIN KETONE","ENDRINE CÉTONE","P"
"ON02GH1140","2017-09-13 12:00"," ","0.022","0.001","0.001","107918","µG/L","GALLIUM TOTAL","GALLIUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00","<","0.1","0.1","","4907","NG/L","HEPTACHLOR EPOXIDE","ÉPOXYDE D'HEPTACHLORE","P"
"ON02GH1140","2017-09-13 12:00"," ","0.168","","","4870","NG/L","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02GH1140","2017-09-13 12:00"," ","101","0.5","0.5","107917","µG/L","IRON TOTAL","FER TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","8.03","","","4236","PG/L","L5-PCB-95/100/93/102/98","L5-BPC-95/100/93/102/98","P"
"ON02GH1140","2017-09-13 12:00"," ","0.051","0.001","0.001","107919","µG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.101","0.005","0.005","107925","µG/L","LEAD TOTAL","PLOMB TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","1.42","0.01","0.01","107920","µG/L","LITHIUM TOTAL","LITHIUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","4.2","0.05","0.05","107921","µG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","1.27","0.03","0.03","109747","NG/L","MERCURY TOTAL","MERCURE TOTAL","P"
"ON02GH1140","2017-09-13 12:00","<","0.0408","0.0408","","4888","NG/L","MIREX","MIREX","P"
"ON02GH1140","2017-09-13 12:00"," ","0.564","0.005","0.005","107922","µG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P"
"ON02GH1140","2017-09-13 12:00"," ","0.44","0.02","0.02","107924","µG/L","NICKEL  TOTAL","NICKEL  TOTAL","P"
"ON02GH1140","2017-09-13 12:00","<","0.002","0.002","0.002","107923","µG/L","NIOBIUM TOTAL","NIOBIUM TOTAL","P"
"ON02GH1140","2017-09-13 12:00","<","0.415","0.415","","4884","NG/L","O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDD (MITOTANE) (2,4'-DDD)","P"
"ON02GH1140","2017-09-13 12:00","<","0.117","0.117","","4882","NG/L","O,P'-DDE (2,4'-DDE)","O,P'-DDE (2,4'-DDE)","P"
"ON02GH1140","2017-09-13 12:00","<","0.663","0.663","","4886","NG/L","O,P'-DDT (2,4'-DDT)","O,P'-DDT (2,4'-DDT)","P"
"ON02GH1140","2017-09-13 12:00","<","0.192","0.192","","4811","NG/L","OCTYLPHENOL","OCTYLPHÉNOL","P"
"ON02GH1140","2017-09-13 12:00","<","0.0709","0.0709","","4876","NG/L","OXYCHLORDANE","OXYCHLORDANE","P"
"ON02GH1140","2017-09-13 12:00"," ","8.76","","","110002","MG/L","OXYGEN DISSOLVED","OXYGÈNE DISSOUS","P"
"ON02GH1140","2017-09-13 12:00"," ","94","","","110003","% SAT","OXYGEN DISSOLVED % SATURATION","OXYGÈNE DISSOUS % SATURATION","P"
"ON02GH1140","2017-09-13 12:00","<","0.15","0.15","","4883","NG/L","P,P'-DDE (4,4'-DDE)","P,P'-DDE (4,4'-DDE)","P"
"ON02GH1140","2017-09-13 12:00","<","0.707","0.707","","4887","NG/L","P,P'-DDT (4,4'-DDT)","P,P'-DDT (4,4'-DDT)","P"
"ON02GH1140","2017-09-13 12:00","<","0.531","0.531","","4885","NG/L","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-DICHLORODIPHÉNYL DICHLOROÉTHANE (P,P'-DDD) OU 1,2-DIPHÉNYL TÉTRACHLOROÉTHANE (4,4'-DDD)","P"
"ON02GH1140","2017-09-13 12:00","<","0.2","0.2","","4915","NG/L","P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MÉTHOXYCHLORE (MÉTHOXYCHLORE)","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4234","PG/L","PCB 103","BPC 103","P"
"ON02GH1140","2017-09-13 12:00","<","0.629","0.629","","4307","PG/L","PCB 190","BPC 190","P"
"ON02GH1140","2017-09-13 12:00","<","1.81","1.81","","4172","PG/L","PCB 5","BPC 5","P"
"ON02GH1140","2017-09-13 12:00"," ","8.31","","","109026","PH","PH (FIELD)","PH (TERRAIN)","P"
